week,ret_1w,ret_1w_fwd,extreme_down,extreme_up,cand_down,rwdv_63,semidev_63,sd_63,arkf_ret_4w,qqq_ret_4w
2022-04-08,-0.05724720898385005,-0.06069623101412425,0,0,0,0.27505161471979045,0.35582542608009304,0.5331252335234242,0.092178220387241,0.07475971010321025
2022-04-15,-0.06069623101412425,-0.013563216188028915,0,0,0,0.27566144083465205,0.3674490656250488,0.5289718520455314,-0.09813260421616965,-0.01636720866073116
2022-04-22,-0.013563216188028915,-0.03546415753002119,0,0,0,0.33268981628894784,0.33553452520882426,0.4972684726188825,-0.26932081346867154,-0.10007610749777296
2022-04-29,-0.03546415753002119,-0.06503002710680106,0,0,0,0.3260756456470356,0.32243492577339694,0.46899056485881147,-0.3150172030476792,-0.14613301718235228
2022-05-06,-0.06503002710680106,-0.23929177928377843,1,0,1,0.2828211448913449,0.2963059421937621,0.4071961832465092,-0.32474639931038585,-0.13542915120928622
2022-05-13,-0.23929177928377843,-0.014598747662113776,0,0,0,0.28765945518864233,0.42539993554261246,0.4951524429831497,-0.316831604019852,-0.11408902278608757
2022-05-20,-0.014598747662113776,-0.07442271505102221,0,0,0,0.345518310023964,0.43622430453311445,0.4902460043439657,-0.2318397019595606,-0.11973667444641212
2022-05-27,-0.07442271505102221,0.028877010476404674,0,0,0,0.376785078554028,0.45446784273618573,0.48744161563613037,-0.10169851589508028,-0.013336815911704214
2022-06-03,0.028877010476404674,-0.030359109947182827,0,0,0,0.3822341913032639,0.4695063031447286,0.5163257292956012,-0.11983639059264872,-0.02196486125613273
2022-06-10,-0.030359109947182827,-0.4028428370144063,1,0,1,0.3891897662331022,0.46266638079832173,0.5171623136372121,0.025181235011237924,-0.0079657256173995
2022-06-17,-0.4028428370144063,0.06110026572488944,0,0,0,0.40988079935526367,0.6244162559477772,0.6330963211457784,-0.1788454884901678,-0.05278837125508584
2022-06-24,0.06110026572488944,-0.09568168472084973,0,0,1,0.5694530190620105,0.6605099645257126,0.7076326249092179,0.02956445016535625,0.013356437162653556
2022-07-01,-0.09568168472084973,0.12163637321035527,0,1,0,0.5795260310416324,0.6712033551238491,0.7107552191357224,-0.19797132939619644,-0.10631403728939404
2022-07-08,0.12163637321035527,-0.02218381489462446,0,0,0,0.5791601690873052,0.6560453625890863,0.7272613422477314,-0.10588112840571551,-0.03884859358398174
2022-07-15,-0.02218381489462446,0.17139102678826162,0,1,0,0.5835692593724907,0.5966230700516921,0.7009453946302917,0.018599480848255023,0.03348881422172134
2022-07-22,0.17139102678826162,0.0639140067802032,0,0,0,0.5310522677210848,0.587645212100165,0.7315025248482802,0.04625428919666463,0.05843088782089456
2022-07-29,0.0639140067802032,-0.023750795604509045,0,0,0,0.5061199261427606,0.5965219190450726,0.7829914232171256,0.14348805211033167,0.11824291304096235
2022-08-05,-0.023750795604509045,0.08719608208574581,0,0,0,0.5060904913408345,0.586818435274905,0.7580921732624301,0.1600854218840837,0.0856137125867944
2022-08-12,0.08719608208574581,-0.11966940449087549,1,0,1,0.5028537052687851,0.5785562855131319,0.7606028979973591,0.2574381205187728,0.12396541027879149
2022-08-19,-0.11966940449087549,-0.05867409757447012,0,0,0,0.4854704329423755,0.428738349274526,0.6501459060008561,0.030230336888871445,0.06682494180364973
2022-08-26,-0.05867409757447012,-0.009887099701552798,0,0,0,0.2173748977184562,0.4030757567534406,0.6025510538401807,0.0005592025548182278,-0.025752068155130203
2022-09-02,-0.009887099701552798,0.047909796861280135,0,0,0,0.2833062429771783,0.3925169645474171,0.5967241249431754,-0.1829134893685911,-0.08622362975271525
2022-09-09,0.047909796861280135,-0.10628606740825558,1,0,1,0.31325779994176234,0.39415686168873904,0.5956185026817681,-0.09240516794288389,-0.05384956823318987
2022-09-16,-0.10628606740825558,-0.05983125308151055,0,0,0,0.2993077542245201,0.4011729671629504,0.5875683177031016,-0.1317977780295272,-0.12937489476665665
2022-09-23,-0.05983125308151055,0.020488285481215465,0,0,0,0.3117248664668896,0.41833276750210496,0.5546145386335819,-0.20014209521228832,-0.14971238304382073
2022-09-30,0.020488285481215465,0.0010602281395383079,0,0,0,0.3530587360618145,0.3859334782575668,0.46613359899104795,-0.11235350944107703,-0.11176340458804468
2022-10-07,0.0010602281395383079,-0.018245076241180394,0,0,0,0.3480578493459397,0.3860391760387076,0.46984442707566915,-0.14902589714008396,-0.13026216974908866
2022-10-14,-0.018245076241180394,-0.01604895899691204,0,0,0,0.34624331238050604,0.3878355839138477,0.4502793172124381,-0.18116748849957087,-0.10221435738114693
2022-10-21,-0.01604895899691204,0.12455606751418202,0,1,0,0.3512788851654174,0.33074576481014006,0.40600309620350905,0.003868501775517341,-0.0003269091785318423
2022-10-28,0.12455606751418202,0.03221818346563951,0,0,0,0.34689195594846345,0.28135218762656966,0.4054768959376631,0.08527708088917851,0.050915425236607526
2022-11-04,0.03221818346563951,-0.22019225011386945,1,0,1,0.2750738830165137,0.2626359318668596,0.4033844807148213,-0.04296908766033125,-0.016561281509602566
2022-11-11,-0.22019225011386945,-0.031690532145863114,0,0,0,0.22941204768823856,0.5112693858526436,0.5879224733812837,0.16075260700066218,0.09929787054680883
2022-11-18,-0.031690532145863114,-0.015609207196640072,0,0,0,0.35034254058493797,0.4809620204075581,0.5584521972462767,0.005774836630427771,0.033560171458137944
2022-11-25,-0.015609207196640072,0.053046474976859576,0,0,0,0.480041681968514,0.48101377474247037,0.5662116364993074,-0.054876625076907715,0.05020779377443052
2022-12-02,0.053046474976859576,-0.0010855451753095761,0,0,0,0.45673260294631113,0.4807262386044615,0.5751320762142044,0.05142044888926378,0.11607076105127323
2022-12-09,-0.0010855451753095761,-0.035429604470469445,0,0,0,0.45596784824288994,0.4773287682939883,0.5669442335636347,-0.038565131586814516,-0.0025142162450784156
2022-12-16,-0.035429604470469445,0.005121885823108574,0,0,0,0.455238823748726,0.49253322498256236,0.5822837137417707,-0.086039282313779,-0.03778210030077922
2022-12-23,0.005121885823108574,-0.018671866158241027,0,0,0,0.4511647499502298,0.4915608745419657,0.5824982916795046,-0.10892815991072702,-0.06821588809527324
2022-12-30,-0.018671866158241027,0.03645948857832558,0,0,0,0.47100760333368363,0.4927640991540331,0.5529676959326636,-0.1403406161563745,-0.09568749221102113
2023-01-06,0.03645948857832558,0.1390115570294169,0,1,0,0.4708041839844359,0.49037669042087945,0.5398991527860817,-0.03935380445687997,-0.040321621007674224
2023-01-13,0.1390115570294169,0.12107799998730975,0,1,0,0.47107303759226254,0.21294772070974133,0.3264045371720496,0.04698640748626559,-0.01713441302195573
2023-01-20,0.12107799998730975,0.012416302978877691,0,0,0,0.3889752400300301,0.20376366232360033,0.3606980343367337,0.1636030076882493,0.04759857934288281
2023-01-27,0.012416302978877691,0.028416428320781395,0,0,0,0.15971117385354033,0.16958391044847415,0.331745494135083,0.3186543499001062,0.13017133339939324
2023-02-03,0.028416428320781395,-0.08053127001451876,0,0,0,0.1429990296900359,0.17185424506451402,0.3258533955445721,0.3288983355648596,0.15743259865534398
2023-02-10,-0.08053127001451876,0.10606599355230312,0,0,0,0.14401199141203685,0.21185624998445132,0.3535899729619637,0.10924259761003352,0.07139109671603006
2023-02-17,0.10606599355230312,-0.038152264018572135,0,0,0,0.1492470436946465,0.1647919120236995,0.34887238107869933,0.09676763342794414,0.06332639791268235
2023-02-24,-0.038152264018572135,-0.02486470723108486,0,0,0,0.17572834092904296,0.17658921457766125,0.35559643401633945,-0.01635213749029374,-0.005092458055763416
2023-03-03,-0.02486470723108486,-0.11958152947906439,0,0,1,0.11178004550656989,0.19818119933506942,0.37166710732265373,-0.1129037271444071,-0.039390077552999614
2023-03-10,-0.11958152947906439,0.25026058555702835,0,1,0,0.13533704719648906,0.25491639267297683,0.41063327225702434,-0.08164316392709647,-0.0444985017531101
2023-03-17,0.25026058555702835,0.02099507293101771,0,0,0,0.16256139436317765,0.26315810317318905,0.4884176415299808,-0.03248796852618474,0.0067689858561728045
2023-03-24,0.02099507293101771,0.024346213270643013,0,0,0,0.17967722022854582,0.2676335897746807,0.4642458999634214,-0.002276587255570117,0.06474616148996137
2023-03-31,0.024346213270643013,0.007881840916726612,0,0,0,0.18221230480163464,0.27111517493458215,0.4688809113749868,0.017158538249747668,0.07005488714755792
2023-04-07,0.007881840916726612,0.09856626511797872,0,0,0,0.185237501134833,0.2688301335664396,0.4635658474479461,0.029819379879760355,0.08474399665491816
2023-04-14,0.09856626511797872,-0.10121194256675231,1,0,1,0.18421168692178366,0.2350213344308812,0.4503688311244506,0.01530090834777198,0.03916042422579302
2023-04-21,-0.10121194256675231,0.03470521072027738,0,0,0,0.18042642704233997,0.27339132696512947,0.4501618480183832,0.03286291902952687,0.021905246331421324
2023-04-28,0.03470521072027738,0.016603981654295663,0,0,0,0.15976794639979475,0.2625471306113253,0.44537709850465457,-0.03181969512701155,0.021560063482308323
2023-05-05,0.016603981654295663,-0.09478135352553574,1,0,1,0.2027513595671691,0.25685626749867346,0.4420862187865579,0.026259673900634883,0.015103109661532166
2023-05-12,-0.09478135352553574,0.012901098562161428,0,0,0,0.1907917542834736,0.22334283523418091,0.4217027944108997,-0.0103571696965985,0.02007526187703501
2023-05-19,0.012901098562161428,-0.001962268953703994,0,0,0,0.18439015113514612,0.21450825792609615,0.2970802176890297,0.024892979917875202,0.060957125524423006
2023-05-26,-0.001962268953703994,0.025498827856607564,0,0,0,0.17428943952500725,0.21293680577488505,0.28983719669084945,0.06744139849364839,0.07706202154104602
2023-06-02,0.025498827856607564,-0.022606583767300126,0,0,0,0.17193402003189412,0.20846037733500836,0.28669998093663773,0.13116872147443548,0.11485130164346202
2023-06-09,-0.022606583767300126,-0.05003468835587416,0,0,0,0.17012130161696065,0.22419304698681697,0.2960806889348856,0.056980719547948144,0.08319766086157365
2023-06-16,-0.05003468835587416,0.13699766972673794,0,1,0,0.17580032146001334,0.24834680812332893,0.29313919368720753,0.08073394063706818,0.08700910545519225
2023-06-23,0.13699766972673794,-0.0015706938273558624,0,0,0,0.18958956131126026,0.20415392811806848,0.3129588444407857,0.05024118120726362,0.09042552543055482
2023-06-30,-0.0015706938273558624,-0.015818802268366072,0,0,0,0.18826533505007606,0.21082161414204467,0.3141975109137968,0.061641449013714045,0.04964537276800929
2023-07-07,-0.015818802268366072,0.0323887367814541,0,0,0,0.1404742723816341,0.20112813052911188,0.3020264905608181,0.05454564476597801,0.05010379302717549
2023-07-14,0.0323887367814541,-0.028030206943421676,0,0,0,0.13743458115864043,0.17738703138548215,0.2952331157208913,0.13353134592647065,0.03673186482747415
2023-07-21,-0.028030206943421676,-0.0158468773631405,0,0,0,0.11896638863802551,0.17985029195078253,0.2964244346797296,0.13880872436659297,0.025506707199641987
2023-07-28,-0.0158468773631405,-0.014848130580077501,0,0,0,0.11752010657718458,0.1773919560538553,0.2915793022015015,0.13268643189104168,0.052655918214572495
2023-08-04,-0.014848130580077501,0.009588250572039936,0,0,0,0.12486872969016036,0.17329684669817141,0.277739121358333,0.04853960998411555,0.015712424538396164
2023-08-11,0.009588250572039936,-0.10894578341394129,1,0,1,0.12103946375596694,0.14702352218569165,0.26080932182587724,-0.10364965839416529,-0.03443212893118375
2023-08-18,-0.10894578341394129,-0.00716359973266939,0,0,0,0.11240683218319575,0.20768520771774415,0.29371758666435815,-0.15994694412412302,-0.047708611863598094
2023-08-25,-0.00716359973266939,-0.012806775965679917,0,0,0,0.0879288887072409,0.2113897187334877,0.2409309839594395,-0.17105804861584195,-0.0520788280632738
2023-09-01,-0.012806775965679917,0.007214447589154405,0,0,0,0.19831871568075393,0.2252558338387592,0.26656312659190096,-0.03288100751590983,0.014807587510975218
2023-09-08,0.007214447589154405,0.010320909032838388,0,0,0,0.1983674922794395,0.22016520423808514,0.2619725862299047,-0.004254346947291765,0.01076679770577016
2023-09-15,0.010320909032838388,-0.013051278333626348,0,0,0,0.218900120215336,0.22782164589381712,0.26190525094687794,0.05374424309574444,0.033537837580154495
2023-09-22,-0.013051278333626348,0.030111318232005857,0,0,0,0.21669438067462293,0.2300275209991893,0.2663390249695369,-0.043711417993328006,-0.007759039521439526
2023-09-29,0.030111318232005857,0.00677886058732563,0,0,0,0.21232496360693273,0.22571323781617778,0.26936886628707873,-0.08464102658254102,-0.05213418228634836
2023-10-06,0.00677886058732563,-0.043539172309329854,0,0,0,0.21157827776659272,0.2287306277661012,0.27972692829963636,-0.08241405533846713,-0.019930030744349736
2023-10-13,-0.043539172309329854,0.060016583429220116,0,0,0,0.21493551073042852,0.2366541929457724,0.28154658378238884,-0.09710440489867178,-0.013579183956897722
2023-10-20,0.060016583429220116,0.12283235983526075,0,1,0,0.21851456708160294,0.15267404767877635,0.2427381358049712,-0.02096280415585161,-0.009291218467863516
2023-10-27,0.12283235983526075,0.021299698864115646,0,0,0,0.21863796746690106,0.15161555517139877,0.30157365939446146,-0.10731385004715355,-0.036844422531999044
2023-11-03,0.021299698864115646,0.1054550767197282,0,0,0,0.12260048841458415,0.11997960569970717,0.2712299332565248,0.03438150891041403,0.008219397096108416
2023-11-10,0.1054550767197282,-0.043478520668662424,0,0,0,0.1230480591013154,0.11923022913693727,0.29945916291931424,0.08736732193091834,0.03526163654892134
2023-11-17,-0.043478520668662424,0.052878003205746205,0,0,0,0.07858497219925802,0.13778893069648304,0.31344825552413785,0.170849169258243,0.08495066660463735
2023-11-24,0.052878003205746205,0.005674012414147223,0,0,0,0.08123394148862907,0.14522354254733538,0.322203264101073,0.244999209663594,0.12523662194093266
2023-12-01,0.005674012414147223,0.1311540659890662,0,1,0,0.08816545828706268,0.14892225776171042,0.3249250509976518,0.23755287073026787,0.07037859599171004
2023-12-08,0.1311540659890662,-0.04477351145974884,0,0,0,0.08061403112717803,0.14285364610247447,0.33131924583036876,0.22274666986668556,0.05800325664311501
2023-12-15,-0.04477351145974884,0.030818012228920666,0,0,0,0.07024386678015093,0.17821312484854535,0.3536388412378414,0.2032924866424315,0.04901830848654498
2023-12-22,0.030818012228920666,-0.0165263608492906,0,0,0,0.12643060680111484,0.17996866335941075,0.34669684140792323,0.20497516419941064,0.049304022329963004
2023-12-29,-0.0165263608492906,0.0038306172435694785,0,0,0,0.12883502202659217,0.1913103787712996,0.31685345399550785,0.15966493726884812,0.054364899385498155
2024-01-05,0.0038306172435694785,0.0650263910823573,0,0,0,0.13046437619774506,0.2295313434385029,0.35254909603720724,0.04509043370903454,0.032454510672361714
2024-01-12,0.0650263910823573,-0.047454216108960945,0,0,0,0.13260735995288442,0.25635079763770935,0.37239293979906823,-0.015522237636471647,0.016833629477903678
2024-01-19,-0.047454216108960945,-0.047605355001252625,0,0,0,0.16027529052347245,0.25265382975521544,0.3662502229550027,-0.08549622342214969,0.029479730451533293
2024-01-26,-0.047605355001252625,0.03352803464599041,0,0,0,0.1974749541114228,0.2727019584719256,0.37871221294020885,-0.09817239432409774,0.029476274192621332
