week,n_articles,finbert_linear,finbert_exp_hl7,vader_linear,vader_exp_hl7
2022-06-10,18,0.0016585254213876193,-0.010814365738696978,0.07590000000000001,0.08841672814439173
2022-06-17,2,-0.38540779054164886,-0.38540779054164886,-0.2787,-0.2787
2022-06-24,4,-0.18705278914421797,-0.21958202751779893,-0.24505,-0.25654338638359847
2022-07-01,11,-0.24217465113509784,-0.2738587031508338,0.010027272727272735,0.03313641840189686
2022-07-08,14,0.07199272207383599,0.0682773730241971,-0.10137857142857143,-0.10005620916928247
2022-07-15,5,-0.1890648752450943,-0.2457073793656447,-0.29856,-0.30087930596819407
2022-07-22,9,0.11067074206140307,0.0665340064179559,-0.022477777777777777,-0.0204388230614592
2022-07-29,8,-0.0022485966328531504,0.0007842397103826743,0.039775000000000005,0.042237705315978466
2022-08-05,6,0.16161360467473665,0.14046710193723647,0.127,0.12323858054567083
2022-08-12,8,-0.09101506415754557,-0.09196480560004754,0.1626125,0.18554291175730142
2022-08-19,6,-0.0777399946625034,-0.08724200108821106,-0.18591666666666665,-0.18508264486691361
2022-08-26,13,-0.15136671309860852,-0.14885991129167045,0.1634923076923077,0.17838957823776347
2022-09-02,8,-0.40609187446534634,-0.36516304027588176,-0.114725,-0.09253414352710464
2022-09-09,12,-0.23483903302500644,-0.21730432549629036,-0.0962,-0.08494897730564863
2022-09-16,5,0.033799047768116,0.038599503704711186,0.0,0.0
2022-09-23,10,-0.4235236935317516,-0.42554915695323914,-0.03602999999999999,-0.03331103446701741
2022-09-30,7,0.2965728347854955,0.29773694453158284,0.13575714285714285,0.15026865056419492
2022-10-07,3,0.2150813676416874,0.17224702407210996,0.04989999999999999,0.08567727704200398
2022-10-14,5,0.10882021337747574,0.059465343207006985,0.016559999999999974,-0.04144044307730595
2022-10-21,11,0.1447591172023253,0.16343787136768181,-0.10842727272727272,-0.07689133620294888
2022-10-28,14,0.3237327720437731,0.3132203796754511,0.12600714285714285,0.13493952577501078
2022-11-04,17,-0.1474049830918803,-0.16914827837621305,-0.0630705882352941,-0.06561639331192036
2022-11-11,3,-0.16239679604768753,-0.11326725363341059,-0.007599999999999977,0.10581653957637924
2022-11-18,2,0.08734559267759323,0.09103631876486587,-0.11515,-0.12435730230026464
2022-11-25,14,0.06790204479226045,0.07001039991656277,-0.09404285714285714,-0.10110229955733711
2022-12-02,6,-0.2873902472977837,-0.28947496616830076,0.14111666666666667,0.131679432109768
2022-12-09,14,0.27693715824612547,0.28812656460716884,0.15830000000000002,0.16340574834498336
2022-12-16,5,-0.3267216566950083,-0.2542776726752259,-0.22045999999999996,-0.22730101603795785
2022-12-23,8,0.056688896380364895,0.06490805657142028,-0.14778750000000002,-0.13658132326635242
2022-12-30,10,-0.015902421437203884,-0.04525677792257618,-0.13891,-0.15131190523044316
2023-01-06,8,0.08390767150558531,0.07715710227515674,-0.23488750000000003,-0.2332816010563174
2023-01-13,5,-0.08808637000620365,-0.08598957205580887,-0.0245,-0.024658006331910794
2023-01-20,9,0.022373947004477184,0.05088488201397276,0.07201111111111111,0.0847958040917088
2023-01-27,5,-0.07474170476198197,-0.01744552204734543,0.06815999999999998,0.08417577614968122
2023-02-03,13,-0.13835380340997988,-0.15727290886520262,0.00023846153846153782,-0.006068618642118913
2023-02-10,7,-0.0035501133118356976,-0.02176371479306126,0.10035714285714285,0.06566375787923488
2023-02-17,9,0.030820315289828513,0.060590824468971065,0.10202222222222221,0.09831481390640373
2023-02-24,12,0.29992885949711007,0.28593195438308083,0.02365,0.021352097811384925
2023-03-03,15,-0.1461876340210438,-0.14524913280761745,-0.05014666666666667,-0.05181117498348921
2023-03-10,15,-0.3220738244553407,-0.37623302378204737,0.004960000000000002,-0.00768657138383788
2023-03-17,7,-0.1927696317434311,-0.2048448929058821,-0.06291428571428571,-0.07405754785472449
2023-04-07,8,-0.09565799636766315,-0.10033826495231433,0.05589999999999998,0.023808349350250495
2023-04-14,14,0.2633131510977234,0.291876999058066,0.006242857142857133,0.01191675778214919
2023-04-21,13,0.051168257800432354,0.017331806250118313,0.05276923076923078,0.0407132153182456
2023-04-28,4,0.08821133337914944,0.07417093104620036,0.292925,0.27490719283944576
2023-05-05,5,-0.06267080083489418,-0.06735538628787288,-0.037939999999999995,-0.05194462620912238
2023-05-12,7,-0.3402794421251331,-0.37897381293765403,-0.21012857142857141,-0.19351430552423596
2023-05-19,8,0.1337295100092888,0.19526816532926217,-0.1372375,-0.16191288306571866
2023-05-26,10,-0.16738601084798574,-0.1844222911323617,-0.06115999999999999,-0.0769609987842154
2023-06-02,17,0.055724804892259484,0.07875969111266598,0.09866470588235295,0.09716177572688467
2023-06-09,12,-0.07721370039507747,-0.07595380202198848,0.12117500000000002,0.12875770755402483
2023-06-16,13,0.21170110255479813,0.22349008275402574,-0.028861538461538456,-0.03369120457604403
2023-06-23,3,0.05702425787846247,0.11506168913886634,0.34369999999999995,0.35825327297189075
2023-06-30,5,-0.0389252819120884,-0.005851177319735515,0.08038,0.1060890367893823
2023-07-07,3,-0.3330906828244527,-0.37166852138765477,-0.12726666666666667,-0.1313958394239528
2023-07-14,6,-0.4032512561728557,-0.3957508449713591,-0.18858333333333333,-0.16342299613433334
2023-07-21,9,0.1728382609370682,0.19326264274181987,0.06713333333333332,0.06755328036064333
2023-07-28,13,0.09641050346768819,0.10365284122885413,0.1048846153846154,0.13166710256152328
2023-08-04,16,0.0214132412802428,0.028238687018253543,0.050574999999999995,0.06681028926645932
2023-08-11,14,-0.0028840554878115654,0.02919017329309511,0.029200000000000004,0.039664256580321744
2023-08-18,4,-0.19736656919121742,-0.1337572229160684,-0.44447499999999995,-0.4287505140388494
2023-08-25,4,-0.18923438107594848,-0.1660938223643302,-0.13647499999999999,-0.10931156197772317
2023-09-01,10,-0.17994650676846505,-0.18833655425494622,0.05688000000000001,0.05350226567529137
2023-09-08,10,0.15973305366933346,0.19111739463440244,-0.09827000000000001,-0.09230453289213898
2023-09-15,10,-0.1888709831982851,-0.14162288983540064,-0.09447000000000003,-0.05048380173792201
2023-09-22,10,-0.1062946643680334,-0.10960941048222479,-0.06599,-0.06444069906491097
2023-09-29,7,-0.33055832449878964,-0.2905493488305813,0.04615714285714285,0.0807145717211441
2023-10-06,11,-0.08400393294339831,-0.09280501767317184,-0.10755454545454546,-0.11648190988686194
2023-10-13,6,-0.2735528809328874,-0.24762937378490008,-0.0366,-0.06453200585005293
2023-10-20,10,0.03256906345486641,0.04187055077197803,0.011009999999999995,0.01704797691918573
2023-10-27,8,-0.21842311788350344,-0.153441912687229,0.037825,0.03316468400175712
2023-11-03,7,0.2311473467520305,0.18589089057045996,0.08971428571428572,0.07581952584582281
2023-11-10,11,0.19776669703423977,0.21651446764105295,0.1862181818181818,0.19000202686661333
2023-11-17,14,-0.0005992636350648743,0.0064533976467018,0.013699999999999999,0.03516856856330092
2023-11-24,5,0.28153751194477084,0.2874413135255609,0.31617999999999996,0.28522175176362324
2023-12-01,9,0.5588438163201014,0.5290850619665615,0.25639999999999996,0.23522965141816912
2023-12-08,13,0.2928554836947184,0.2829332270934841,0.15228461538461538,0.14030153208968002
2023-12-15,16,0.1342618322232738,0.14403757344912455,0.23135625,0.23520954152046658
2023-12-22,4,0.41742670349776745,0.4271908017528179,0.47529999999999994,0.4774704196616812
2023-12-29,2,0.07407484110444784,0.08152536064317129,0.2294,0.263224757097114
2024-01-05,5,0.3023930791765451,0.28109573668033544,0.16678,0.1728722179907666
2024-01-12,12,0.14097899928068122,0.1391589096727484,0.10120833333333334,0.11800232111144816
2024-01-19,10,-0.05068318583071232,-0.04351001664678978,0.16361,0.15431034604773547
2024-01-26,7,0.3228932076266834,0.3256530729337981,0.1547285714285714,0.12804585840063137
2024-02-02,5,-0.051612871885299685,-0.053962816838501314,0.26636000000000004,0.22441289439964263
2024-02-09,5,0.2757667191326618,0.2209063214271007,0.05102000000000001,0.0015227432254623665
2024-02-16,9,-0.017086602333519194,-0.011154206526844707,0.0999,0.08674887669624755
2024-02-23,8,-0.131907410454005,-0.15309909620137854,0.03147500000000001,0.05318944787239712
2024-03-01,14,-0.07834926314119782,-0.06531420147287521,0.012085714285714286,0.022488809236926418
2024-03-08,9,0.11163528553313679,0.10996147010258824,0.17726666666666668,0.16315919600580503
2024-03-15,9,0.18111748351818985,0.1893933174304632,0.017011111111111112,0.012181230641536806
2024-03-22,7,0.25789998817656723,0.3073156891354568,0.19801428571428573,0.22959025093929716
2024-03-29,4,0.3369035040959716,0.26956563615423124,0.25825,0.2384877711639531
2024-04-05,15,0.11176228771607082,0.10944006503638724,0.024893333333333333,0.021163672162703942
2024-04-12,14,0.12020727353436607,0.15430451874703838,0.027642857142857143,0.043035414659134505
2024-04-19,3,-0.03307329614957174,-0.06936828512680296,0.16463333333333333,0.11880171130417548
2024-04-26,5,0.42609208822250366,0.43642660615312096,-0.03062,-0.02487409560729334
2024-05-03,6,0.10771194597085317,0.18459315440679516,0.04664999999999999,0.07460964216632936
2024-05-10,4,-0.09768771380186081,-0.0913335892134046,0.009625000000000009,0.009380887008367507
2024-05-17,6,0.0825177604953448,0.05937191047268055,0.0013166666666666674,-0.003009213688453818
2024-05-24,16,0.24273164302576333,0.24012359259969818,0.13165,0.13509565256771133
2024-05-31,6,0.06829063314944506,0.1443532076763604,-0.011550000000000005,0.050575664877518134
2024-06-07,5,-0.012638408318161964,0.011551949549423951,-0.11438,-0.11119020813491187
2024-06-14,6,0.1945028699313601,0.20767974696435546,0.10806666666666666,0.10255004058652821
2024-06-21,9,-0.05832314077350828,-0.05834186763008561,0.10435555555555556,0.10459340537094844
2024-06-28,18,-0.0881624606748422,-0.04940378075407394,-0.05474444444444445,-0.06228250608845512
2024-07-05,1,-0.02162069082260132,-0.02162069082260132,-0.4588,-0.45879999999999993
2024-07-12,6,-0.08866645706196626,-0.08539259650504047,0.18084999999999998,0.1622528129159562
2024-07-19,5,-0.28514142893254757,-0.343758636926075,0.32565999999999995,0.3461289597727965
2024-07-26,13,0.14985150686250284,0.15250814631344944,0.022676923076923077,0.030809351143685153
2024-08-02,14,-0.0747414096923811,-0.0857448285586623,0.06440714285714286,0.0464185163078154
2024-08-09,7,-0.1010983647512538,-0.08107991376311197,-0.13224285714285713,-0.1286579171993066
2024-08-16,6,0.42682425553599995,0.4008646423752412,0.08253333333333333,0.05945795193706999
2024-08-23,7,0.44159787414329393,0.44631043605911125,0.16660000000000003,0.15693578326359878
2024-08-30,11,0.14376360770653596,0.1003171892048443,0.08867272727272725,0.10228329090204874
2024-09-06,4,-0.11920343153178692,-0.093142147328951,0.023000000000000007,-0.019903883715883197
2024-09-13,4,-0.10262338118627667,-0.16739002153216487,0.001575,0.01974353666169414
2024-09-20,5,0.11219772063195706,0.10659622959480615,-0.04682000000000001,-0.04598035925178726
2024-09-27,13,0.11071574573333447,0.08684959121403388,0.076,0.06094759559939011
2024-10-04,20,-0.15073525495827197,-0.18294641595844197,-0.035809999999999995,-0.05525067463233002
2024-10-11,11,-0.14610145884481343,-0.15992539685008453,0.11310909090909091,0.09586099748982092
2024-10-18,4,-0.158626570366323,-0.12210745812974486,0.26122500000000004,0.2812767932322564
2024-10-25,7,0.33581146358379294,0.30854364239617316,0.15789999999999998,0.142297454269081
2024-11-01,5,-0.028380095958709717,-0.047685968666102765,-0.1262,-0.12034720980661226
2024-11-08,3,-0.24121429522832236,-0.20855346625796042,0.14983333333333335,0.15316530446658033
2024-11-15,8,0.38663493376225233,0.3500449424238168,0.13327499999999998,0.13620098060285132
2024-11-22,12,0.04456352877120177,0.020128715028557537,-0.005033333333333344,0.007184494456210405
2024-11-29,14,0.3834132191592029,0.39626606530034203,0.20615714285714284,0.20220139996813624
2024-12-06,5,0.4835536390542984,0.48727507375575385,0.05,0.06013449650950368
2024-12-13,11,0.33085762641646643,0.28956690818353203,0.0575,0.045884633086102605
2024-12-20,7,0.01636504248848983,0.07922591293955826,0.21275714285714284,0.21165050254626233
2024-12-27,9,0.10587871840430631,0.11557447450478214,0.05722222222222222,0.0627415180957054
2025-01-03,10,0.11807435527443885,0.10319595240010548,0.24817,0.24159116236875078
2026-06-05,25,-0.3680375774204731,-0.37522471398436275,-0.10703999999999998,-0.10662786710823519
